geo_key,locator_type,n_listings,sites,building_name,locality,address,geocode_query_hint,geocode_from_site,geocode_from_listing_id,done
B|godrej royale woods|devanahalli,building,8,99acres,Godrej Royale Woods,Devanahalli,,"Godrej Royale Woods, Devanahalli, Bengaluru",99acres,A90795844,
A|corporation colony halasuru central,address,1,housing,,"Corporation Colony, Halasuru","Corporation Colony, Halasuru, Central Bangalore, Bengaluru","Corporation Colony, Halasuru, Central Bangalore, Bengaluru",housing,12752861,
A|7th phase jp nagar south,address,1,housing,,"7th Phase, JP Nagar","7th Phase, JP Nagar, South Bangalore, Bengaluru","7th Phase, JP Nagar, South Bangalore, Bengaluru",housing,13659989,
A|abu residency sector 1 hsr layout south,address,1,housing,,"Sector 1, HSR Layout","abu residency, Sector 1, HSR Layout, South Bangalore, Bengaluru","abu residency, Sector 1, HSR Layout, South Bangalore, Bengaluru",housing,14275434,
A|manayata tech park thanisandra north,address,1,housing,,"Manayata Tech Park, Thanisandra","Manayata Tech Park, Thanisandra, North Bangalore, Bengaluru","Manayata Tech Park, Thanisandra, North Bangalore, Bengaluru",housing,15098261,
A|horamavu agara horamavu,address,1,housing,,"Horamavu Agara, Horamavu","Horamavu Agara, Horamavu, Bengaluru","Horamavu Agara, Horamavu, Bengaluru",housing,15879297,
A|sai colony whitefield,address,1,housing,,"Sai Colony, Whitefield","Sai Colony, Whitefield, Bangalore East, Bengaluru","Sai Colony, Whitefield, Bangalore East, Bengaluru",housing,15966344,
A|samrudhi apartment 5th block koramangala south,address,1,housing,,"5th Block, Koramangala","Samrudhi Apartment, 5th Block, Koramangala, South Bangalore, Bengaluru","Samrudhi Apartment, 5th Block, Koramangala, South Bangalore, Bengaluru",housing,16153742,
A|chinnapa garden benson town central,address,1,housing,,"Chinnapa Garden, Benson Town","Chinnapa Garden, Benson Town, Central Bangalore, Bengaluru","Chinnapa Garden, Benson Town, Central Bangalore, Bengaluru",housing,16638146,
A|someshwara layout bhoganhalli,address,1,housing,,"Someshwara Layout, Bhoganhalli","Someshwara Layout, Bhoganhalli, Bangalore East, Bengaluru","Someshwara Layout, Bhoganhalli, Bangalore East, Bengaluru",housing,16816213,
A|rr apartment doddathoguru electronic city south,address,1,housing,,"Doddathoguru, Electronic City","RR Apartment, Doddathoguru, Electronic City, South Bangalore, Bengaluru","RR Apartment, Doddathoguru, Electronic City, South Bangalore, Bengaluru",housing,17234477,
A|maruti residency stage 2 btm layout 2nd stage south,address,1,housing,,"Stage 2, BTM Layout 2nd Stage","Maruti residency, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru","Maruti residency, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",housing,17369413,
A|dk naik nagar jayanagar south,address,1,housing,,"DK Naik Nagar, Jayanagar","DK Naik Nagar, Jayanagar, South Bangalore, Bengaluru","DK Naik Nagar, Jayanagar, South Bangalore, Bengaluru",housing,17437276,
A|moon heights residency no50 phase i electronic city south,address,1,housing,,"Phase I, Electronic City","Moon Heights Residency No50, Phase I, Electronic City, South Bangalore, Bengaluru","Moon Heights Residency No50, Phase I, Electronic City, South Bangalore, Bengaluru",housing,17495269,
A|a building stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","A building, Stage 1, BTM Layout, South Bangalore, Bengaluru","A building, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,17832720,
A|brindavan extension doddanekundi,address,1,housing,,"Brindavan Extension, Doddanekundi","Brindavan Extension, Doddanekundi, Bangalore East, Bengaluru","Brindavan Extension, Doddanekundi, Bangalore East, Bengaluru",housing,17834514,
A|ar vina stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Ar vina, Stage 1, BTM Layout, South Bangalore, Bengaluru","Ar vina, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,18041493,
A|swiss royal suites yelahanka north,address,1,housing,,Yelahanka,"Swiss Royal Suites, Yelahanka, North Bangalore, Bengaluru","Swiss Royal Suites, Yelahanka, North Bangalore, Bengaluru",housing,18098237,
A|raga haus phase i electronic city south,address,1,housing,,"Phase I, Electronic City","Raga Haus, Phase I, Electronic City, South Bangalore, Bengaluru","Raga Haus, Phase I, Electronic City, South Bangalore, Bengaluru",housing,18139411,
A|go green homes a block stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Go Green Homes A Block, Stage 1, BTM Layout, South Bangalore, Bengaluru","Go Green Homes A Block, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,18352919,
A|belur nagasandra bellandur,address,1,housing,,"Belur Nagasandra, Bellandur","Belur Nagasandra, Bellandur, Bangalore East, Bengaluru","Belur Nagasandra, Bellandur, Bangalore East, Bengaluru",housing,18426868,
A|manjunath thata stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Manjunath thata, Stage 1, BTM Layout, South Bangalore, Bengaluru","Manjunath thata, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,18476161,
A|flats 2 chikkakannalli south,address,1,housing,,"Chikkakannalli, Bengaluru","Bangalore flats 2, Chikkakannalli, South Bangalore, Bengaluru","Bangalore flats 2, Chikkakannalli, South Bangalore, Bengaluru",housing,18648439,
A|go green md block stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Go green md block, Stage 1, BTM Layout, South Bangalore, Bengaluru","Go green md block, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,18681987,
A|phase 1 whitefield,address,1,housing,,"Phase 1, Whitefield","Phase 1, Whitefield, Bangalore East, Bengaluru","Phase 1, Whitefield, Bangalore East, Bengaluru",housing,18698594,
A|go green homes md block 307 stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Go Green Homes MD Block 307, Stage 1, BTM Layout, South Bangalore, Bengaluru","Go Green Homes MD Block 307, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,18868483,
A|i residency bharathi layout s g palya south,address,1,housing,,"Bharathi Layout, S.G. Palya","I Residency, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru","I Residency, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,18872283,
A|naidu layout electronic city phase 2 south,address,1,housing,,"Electronic City Phase 2, Bengaluru","Naidu layout, Electronic City Phase 2, South Bangalore, Bengaluru","Naidu layout, Electronic City Phase 2, South Bangalore, Bengaluru",housing,18919328,
A|pragathi layout doddanekundi,address,1,housing,,"Pragathi Layout, Doddanekundi","Pragathi Layout, Doddanekundi, Bangalore East, Bengaluru","Pragathi Layout, Doddanekundi, Bangalore East, Bengaluru",housing,18944369,
A|go green homes d block btm 1stage tavarekere brindavan nagar s g palya south,address,1,housing,,"Brindavan Nagar, S.G. Palya","GO GREEN HOMES D block Btm 1stage Tavarekere, Brindavan Nagar, S.G. Palya, South Bangalore, Bengaluru","GO GREEN HOMES D block Btm 1stage Tavarekere, Brindavan Nagar, S.G. Palya, South Bangalore, Bengaluru",housing,18976272,
A|provident park square phase 1 talaghattapura south,address,1,housing,,"Talaghattapura, Bengaluru","Provident Park Square Phase 1, Talaghattapura, South Bangalore, Bengaluru","Provident Park Square Phase 1, Talaghattapura, South Bangalore, Bengaluru",housing,19085739,
A|chandan puni stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Chandan puni, Stage 1, BTM Layout, South Bangalore, Bengaluru","Chandan puni, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19094180,
A|silicon town electronic city south,address,1,housing,,"Silicon Town, Electronic City","Silicon Town, Electronic City, South Bangalore, Bengaluru","Silicon Town, Electronic City, South Bangalore, Bengaluru",housing,19113539,
A|maruti 1st block koramangala south,address,1,housing,,"1st Block, Koramangala","Maruti, 1st Block, Koramangala, South Bangalore, Bengaluru","Maruti, 1st Block, Koramangala, South Bangalore, Bengaluru",housing,19177973,
A|v s reddy colony kadugodi,address,1,housing,,"V S Reddy Colony, Kadugodi","V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru","V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru",housing,19194817,
A|bus stop tavrakera stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Bus stop tavrakera, Stage 1, BTM Layout, South Bangalore, Bengaluru","Bus stop tavrakera, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19211681,
A|rr swarj stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Rr swarj, Stage 1, BTM Layout, South Bangalore, Bengaluru","Rr swarj, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19212223,
A|provident capella phase 1 thirumalashettyhally,address,1,housing,,"Phase 1, Thirumalashettyhally","Provident Capella, Phase 1, Thirumalashettyhally, Bangalore East, Bengaluru","Provident Capella, Phase 1, Thirumalashettyhally, Bangalore East, Bengaluru",housing,19253600,
A|venkateshwara layout s g palya bannerghatta road,address,1,housing,,"Venkateshwara Layout, S.G. Palya","Venkateshwara Layout, S.G. Palya, Bannerghatta Road, Bengaluru","Venkateshwara Layout, S.G. Palya, Bannerghatta Road, Bengaluru",housing,19266972,
A|provident park square phase 1 mallasandra south,address,1,housing,,"Mallasandra, Bengaluru","Provident Park Square Phase 1, Mallasandra, South Bangalore, Bengaluru","Provident Park Square Phase 1, Mallasandra, South Bangalore, Bengaluru",housing,19279954,
A|shobha gopinath sai colony k r puram,address,1,housing,,"Sai Colony, K R Puram","Shobha Gopinath, Sai Colony, K R Puram, Bangalore East, Bengaluru","Shobha Gopinath, Sai Colony, K R Puram, Bangalore East, Bengaluru",housing,19336680,
A|snowwhite phase 1 whitefield,address,1,housing,,"Phase 1, Whitefield","Snowwhite, Phase 1, Whitefield, Bangalore East, Bengaluru","Snowwhite, Phase 1, Whitefield, Bangalore East, Bengaluru",housing,19343725,
A|kamadhenu residency whitefeild 3g homes crimson layout whitefield,address,1,housing,,"3G Homes Crimson Layout, Whitefield","Kamadhenu residency Whitefeild, 3G Homes Crimson Layout, Whitefield, Bangalore East, Bengaluru","Kamadhenu residency Whitefeild, 3G Homes Crimson Layout, Whitefield, Bangalore East, Bengaluru",housing,19371325,
A|kamadhenu residency whitefeild phase 1 whitefield,address,1,housing,,"Phase 1, Whitefield","Kamadhenu residency Whitefeild, Phase 1, Whitefield, Bangalore East, Bengaluru","Kamadhenu residency Whitefeild, Phase 1, Whitefield, Bangalore East, Bengaluru",housing,19371363,
A|kamadhenu residency whitefield kadugodi v s reddy colony kadugodi,address,1,housing,,"V S Reddy Colony, Kadugodi","kamadhenu residency whitefield kadugodi, V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru","kamadhenu residency whitefield kadugodi, V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru",housing,19371390,
A|kamadhenu residency whitefield 3g homes crimson layout whitefield,address,1,housing,,"3G Homes Crimson Layout, Whitefield","kamadhenu residency whitefield, 3G Homes Crimson Layout, Whitefield, Bangalore East, Bengaluru","kamadhenu residency whitefield, 3G Homes Crimson Layout, Whitefield, Bangalore East, Bengaluru",housing,19371544,
A|om nilayam 5th block koramangala south,address,1,housing,,"5th Block, Koramangala","Om Nilayam, 5th Block, Koramangala, South Bangalore, Bengaluru","Om Nilayam, 5th Block, Koramangala, South Bangalore, Bengaluru",housing,19375368,
A|krishna layout hulimavu south,address,1,housing,,"Krishna Layout, Hulimavu","Krishna Layout, Hulimavu, South Bangalore, Bengaluru","Krishna Layout, Hulimavu, South Bangalore, Bengaluru",housing,19378056,
A|shiva phase i electronic city south,address,1,housing,,"Phase I, Electronic City","Shiva, Phase I, Electronic City, South Bangalore, Bengaluru","Shiva, Phase I, Electronic City, South Bangalore, Bengaluru",housing,19393637,
A|68 felex stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","68 felex, Stage 1, BTM Layout, South Bangalore, Bengaluru","68 felex, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19401117,
A|balaji enclave 03 electronic city phase 2 south,address,1,housing,,"Electronic City Phase 2, Bengaluru","Balaji enclave 03, Electronic City Phase 2, South Bangalore, Bengaluru","Balaji enclave 03, Electronic City Phase 2, South Bangalore, Bengaluru",housing,19443261,
A|balaji nest 22 electronic city phase 2 south,address,1,housing,,"Electronic City Phase 2, Bengaluru","Balaji nest 22, Electronic City Phase 2, South Bangalore, Bengaluru","Balaji nest 22, Electronic City Phase 2, South Bangalore, Bengaluru",housing,19445325,
A|s building stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","S building, Stage 1, BTM Layout, South Bangalore, Bengaluru","S building, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19456533,
A|s building btm layout 1 btm layout south,address,1,housing,,"BTM Layout 1, BTM Layout","S building, BTM Layout 1, BTM Layout, South Bangalore, Bengaluru","S building, BTM Layout 1, BTM Layout, South Bangalore, Bengaluru",housing,19456569,
A|geetha p apartment stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Geetha P Apartment, Stage 1, BTM Layout, South Bangalore, Bengaluru","Geetha P Apartment, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19466122,
A|sri sri venkateshwara layout s g palya south,address,1,housing,,"Venkateshwara Layout, S.G. Palya","Sri sri, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru","Sri sri, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru",housing,19470702,
A|sundar ram shetty nagar bilekahalli south,address,1,housing,,"Sundar Ram Shetty Nagar, Bilekahalli","Sundar Ram Shetty Nagar, Bilekahalli, South Bangalore, Bengaluru","Sundar Ram Shetty Nagar, Bilekahalli, South Bangalore, Bengaluru",housing,19486985,
A|kbp nilaya sector 1 somasundarapalya south,address,1,housing,,"Sector 1, Somasundarapalya","KBP Nilaya, Sector 1, Somasundarapalya, South Bangalore, Bengaluru","KBP Nilaya, Sector 1, Somasundarapalya, South Bangalore, Bengaluru",housing,19522036,
A|sujathaenclave stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","SujathaEnclave, Stage 1, BTM Layout, South Bangalore, Bengaluru","SujathaEnclave, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,19537434,
A|byadarahalli benson town central,address,1,housing,,"Byadarahalli, Benson Town","Byadarahalli, Benson Town, Central Bangalore, Bengaluru","Byadarahalli, Benson Town, Central Bangalore, Bengaluru",housing,19581147,
A|sunny brooks doddakannelli,address,1,housing,,"Sunny Brooks, Doddakannelli","Sunny Brooks, Doddakannelli, Bangalore East, Bengaluru","Sunny Brooks, Doddakannelli, Bangalore East, Bengaluru",housing,19619500,
A|gayathri bliss electronic city south,address,1,housing,,"Electronic City, Bengaluru","Gayathri bliss, Electronic City, South Bangalore, Bengaluru","Gayathri bliss, Electronic City, South Bangalore, Bengaluru",housing,19645139,
A|sunil building kodanda reddy layout ramamurthy nagar,address,1,housing,,"Kodanda Reddy Layout, Ramamurthy Nagar","Sunil Building, Kodanda Reddy Layout, Ramamurthy Nagar, Bangalore East, Bengaluru","Sunil Building, Kodanda Reddy Layout, Ramamurthy Nagar, Bangalore East, Bengaluru",housing,19654002,
A|sunil towers kodanda reddy layout ramamurthy nagar,address,1,housing,,"Kodanda Reddy Layout, Ramamurthy Nagar","Sunil Towers, Kodanda Reddy Layout, Ramamurthy Nagar, Bangalore East, Bengaluru","Sunil Towers, Kodanda Reddy Layout, Ramamurthy Nagar, Bangalore East, Bengaluru",housing,19654155,
A|himanshu nest bannerughatta south,address,1,housing,,"Bannerughatta, Bengaluru","Himanshu Nest, Bannerughatta, South Bangalore, Bengaluru","Himanshu Nest, Bannerughatta, South Bangalore, Bengaluru",housing,19724215,
A|manikyam kammanahalli,address,1,housing,,"Kammanahalli, Bengaluru","Manikyam, Kammanahalli, Bengaluru","Manikyam, Kammanahalli, Bengaluru",housing,19751614,
A|manikantan kammanahalli,address,1,housing,,"Kammanahalli, Bengaluru","Manikantan, Kammanahalli, Bengaluru","Manikantan, Kammanahalli, Bengaluru",housing,19751638,
A|nexusnest apt nallurhalli whitefield,address,1,housing,,"Nallurhalli, Whitefield","Nexusnest apt, Nallurhalli, Whitefield, Bangalore East, Bengaluru","Nexusnest apt, Nallurhalli, Whitefield, Bangalore East, Bengaluru",housing,19757273,
A|cozy52 stage 2 btm layout 2nd stage south,address,1,housing,,"Stage 2, BTM Layout 2nd Stage","COZY52, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru","COZY52, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",housing,19782952,
A|golden pg vyalikaval hbcs layout dasarahalli north,address,1,housing,,"Vyalikaval HBCS Layout, Dasarahalli","Golden pg, Vyalikaval HBCS Layout, Dasarahalli, North Bangalore, Bengaluru","Golden pg, Vyalikaval HBCS Layout, Dasarahalli, North Bangalore, Bengaluru",housing,19791159,
A|1rk fully furnished thubarahalli brookefield,address,1,housing,,"Thubarahalli, Brookefield","1RK FULLY FURNISHED, Thubarahalli, Brookefield, Bangalore East, Bengaluru","1RK FULLY FURNISHED, Thubarahalli, Brookefield, Bangalore East, Bengaluru",housing,19806285,
A|thiru k nilayam inasappa layout kammanahalli,address,1,housing,,"Inasappa Layout, Kammanahalli","Thiru K Nilayam, Inasappa Layout, Kammanahalli, Bengaluru","Thiru K Nilayam, Inasappa Layout, Kammanahalli, Bengaluru",housing,19818514,
A|srsu dodda nekkundi extension kartik nagar,address,1,housing,,"Dodda Nekkundi Extension, Kartik Nagar","SrSu, Dodda Nekkundi Extension, Kartik Nagar, Bangalore East, Bengaluru","SrSu, Dodda Nekkundi Extension, Kartik Nagar, Bangalore East, Bengaluru",housing,19823980,
A|carmelaram,address,1,housing,,"Carmelaram, Bengaluru","Carmelaram, Bangalore East, Bengaluru","Carmelaram, Bangalore East, Bengaluru",housing,19859277,
A|doddakannelli,address,1,housing,,"Doddakannelli, Bengaluru","Doddakannelli, Bangalore East, Bengaluru","Doddakannelli, Bangalore East, Bengaluru",housing,19866229,
A|rk home stays silicon town electronic city phase 2 south,address,1,housing,,"Silicon Town, Electronic City Phase 2","Rk home stays, Silicon Town, Electronic City Phase 2, South Bangalore, Bengaluru","Rk home stays, Silicon Town, Electronic City Phase 2, South Bangalore, Bengaluru",housing,19883910,
A|aafa sky phase i electronic city south,address,1,housing,,"Phase I, Electronic City","AAFA SKY, Phase I, Electronic City, South Bangalore, Bengaluru","AAFA SKY, Phase I, Electronic City, South Bangalore, Bengaluru",housing,19894733,
A|ss nivash laxminarayana layout whitefield,address,1,housing,,"Laxminarayana Layout, Whitefield","SS Nivash, Laxminarayana Layout, Whitefield, Bangalore East, Bengaluru","SS Nivash, Laxminarayana Layout, Whitefield, Bangalore East, Bengaluru",housing,19906396,
A|fortunevista v s reddy colony kadugodi,address,1,housing,,"V S Reddy Colony, Kadugodi","Fortunevista, V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru","Fortunevista, V S Reddy Colony, Kadugodi, Bangalore East, Bengaluru",housing,19910067,
A|classic comfort luxury apartment classic paradise layout devarachikkana halli south,address,1,housing,,"Classic Paradise Layout, Devarachikkana Halli","Classic comfort luxury Apartment, Classic Paradise Layout, Devarachikkana Halli, South Bangalore, Bengaluru","Classic comfort luxury Apartment, Classic Paradise Layout, Devarachikkana Halli, South Bangalore, Bengaluru",housing,19932200,
A|kamadhenu residency 3g homes crimson layout kadugodi,address,1,housing,,"3G Homes Crimson Layout, Kadugodi","Kamadhenu Residency, 3G Homes Crimson Layout, Kadugodi, Bangalore East, Bengaluru","Kamadhenu Residency, 3G Homes Crimson Layout, Kadugodi, Bangalore East, Bengaluru",housing,19933301,
A|slv kudathi swami vivekanandanagar sulikunte,address,1,housing,,"Swami Vivekanandanagar, Sulikunte","Slv  kudathi, Swami Vivekanandanagar, Sulikunte, Bangalore East, Bengaluru","Slv  kudathi, Swami Vivekanandanagar, Sulikunte, Bangalore East, Bengaluru",housing,19943913,
A|marathahalli village marathahalli,address,1,housing,,"Marathahalli Village, Marathahalli","Marathahalli Village, Marathahalli, Bangalore East, Bengaluru","Marathahalli Village, Marathahalli, Bangalore East, Bengaluru",housing,19948516,
A|lekhan gandhi nagar munnekollal,address,1,housing,,"Gandhi Nagar, Munnekollal","Lekhan, Gandhi Nagar, Munnekollal, Bangalore East, Bengaluru","Lekhan, Gandhi Nagar, Munnekollal, Bangalore East, Bengaluru",housing,19951632,
A|ekta living homes chandana kadubeesanahalli,address,1,housing,,"Chandana, Kadubeesanahalli","Ekta Living Homes, Chandana, Kadubeesanahalli, Bangalore East, Bengaluru","Ekta Living Homes, Chandana, Kadubeesanahalli, Bangalore East, Bengaluru",housing,19982753,
A|krishnaproperties hal 2nd stage indira nagar,address,1,housing,,"HAL 2nd Stage, Indira Nagar","krishnaproperties, HAL 2nd Stage, Indira Nagar, Bengaluru","krishnaproperties, HAL 2nd Stage, Indira Nagar, Bengaluru",housing,19989094,
A|vasantha homes stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Vasantha Homes, Stage 1, BTM Layout, South Bangalore, Bengaluru","Vasantha Homes, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20011951,
A|standalone apartment valliyamma layout kasavanahalli,address,1,housing,,"Valliyamma Layout, Kasavanahalli","Standalone apartment, Valliyamma Layout, Kasavanahalli, Bangalore East, Bengaluru","Standalone apartment, Valliyamma Layout, Kasavanahalli, Bangalore East, Bengaluru",housing,20025290,
A|btm delite stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","BTM Delite, Stage 1, BTM Layout, South Bangalore, Bengaluru","BTM Delite, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20047326,
A|fortune valley thanisandra north,address,1,housing,,"Fortune Valley, Thanisandra","Fortune Valley, Thanisandra, North Bangalore, Bengaluru","Fortune Valley, Thanisandra, North Bangalore, Bengaluru",housing,20058073,
A|ekta living belur nagasandra bellandur,address,1,housing,,"Belur Nagasandra, Bellandur","Ekta living, Belur Nagasandra, Bellandur, Bangalore East, Bengaluru","Ekta living, Belur Nagasandra, Bellandur, Bangalore East, Bengaluru",housing,20067086,
A|mahaveer enterprises pr layout murugeshpalya,address,1,housing,,"PR Layout, Murugeshpalya","mahaveer enterprises, PR Layout, Murugeshpalya, Bangalore East, Bengaluru","mahaveer enterprises, PR Layout, Murugeshpalya, Bangalore East, Bengaluru",housing,20079365,
A|vasanatha homes stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Vasanatha Homes, Stage 1, BTM Layout, South Bangalore, Bengaluru","Vasanatha Homes, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20079755,
A|koramangala south,address,1,housing,,"Koramangala, Bengaluru","Koramangala, South Bangalore, Bengaluru","Koramangala, South Bangalore, Bengaluru",housing,20080164,
A|stage 1 mukkidipeta south hindupur,address,1,housing,,"Stage 1, Mukkidipeta","Stage 1, Mukkidipeta, South Bangalore, Hindupur","Stage 1, Mukkidipeta, South Bangalore, Hindupur",housing,20082799,
A|gmb properties konappana agrahara electronic city south,address,1,housing,,"Konappana Agrahara, Electronic City","Gmb Properties, Konappana Agrahara, Electronic City, South Bangalore, Bengaluru","Gmb Properties, Konappana Agrahara, Electronic City, South Bangalore, Bengaluru",housing,20083133,
A|audugodi police quarters adugodi south,address,1,housing,,"Audugodi Police Quarters, Adugodi","Audugodi Police Quarters, Adugodi, South Bangalore, Bengaluru","Audugodi Police Quarters, Adugodi, South Bangalore, Bengaluru",housing,20095239,
A|7th block koramangala south,address,1,housing,,"7th Block, Koramangala","7th Block, Koramangala, South Bangalore, Bengaluru","7th Block, Koramangala, South Bangalore, Bengaluru",housing,20098056,
A|aspire apartment marathahalli sanjay nagar marathahalli,address,1,housing,,"Sanjay Nagar, Marathahalli","Aspire Apartment Marathahalli, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru","Aspire Apartment Marathahalli, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru",housing,20102433,
A|v building bharathi layout s g palya south,address,1,housing,,"Bharathi Layout, S.G. Palya","V building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru","V building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20111376,
A|sri hanuman royal homes kasavanahalli,address,1,housing,,"Kasavanahalli, Bengaluru","Sri Hanuman Royal Homes, Kasavanahalli, Bangalore East, Bengaluru","Sri Hanuman Royal Homes, Kasavanahalli, Bangalore East, Bengaluru",housing,20114041,
A|shanthi stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Shanthi, Stage 1, BTM Layout, South Bangalore, Bengaluru","Shanthi, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20124990,
A|orion home koramangala 8th block koramangala south,address,1,housing,,"8th Block, Koramangala","ORION HOME KORAMANGALA, 8th Block, Koramangala, South Bangalore, Bengaluru","ORION HOME KORAMANGALA, 8th Block, Koramangala, South Bangalore, Bengaluru",housing,20135245,
A|emerald chandra layout marathahalli,address,1,housing,,"Chandra Layout, Marathahalli","emerald, Chandra Layout, Marathahalli, Bangalore East, Bengaluru","emerald, Chandra Layout, Marathahalli, Bangalore East, Bengaluru",housing,20143002,
A|bharat residency someshwara layout doddakannelli,address,1,housing,,"Someshwara Layout, Doddakannelli","Bharat residency, Someshwara Layout, Doddakannelli, Bangalore East, Bengaluru","Bharat residency, Someshwara Layout, Doddakannelli, Bangalore East, Bengaluru",housing,20144326,
A|abhay mansion veer sandra electronic city south,address,1,housing,,"Veer Sandra, Electronic City","Abhay mansion, Veer Sandra, Electronic City, South Bangalore, Bengaluru","Abhay mansion, Veer Sandra, Electronic City, South Bangalore, Bengaluru",housing,20146322,
A|swarna residency doddanekundi,address,1,housing,,"Doddanekundi, Bengaluru","Swarna residency, Doddanekundi, Bangalore East, Bengaluru","Swarna residency, Doddanekundi, Bangalore East, Bengaluru",housing,20151526,
A|8th block koramangala south,address,1,housing,,"8th Block, Koramangala","8th Block, Koramangala, South Bangalore, Bengaluru","8th Block, Koramangala, South Bangalore, Bengaluru",housing,20157034,
A|kingston springs mitganahalli north,address,1,housing,,"Mitganahalli, Bengaluru","Kingston Springs, Mitganahalli, North Bangalore, Bengaluru","Kingston Springs, Mitganahalli, North Bangalore, Bengaluru",housing,20160837,
A|durga prasad building hal 3rd stage new tippasandra,address,1,housing,,"HAL 3rd Stage, New Tippasandra","Durga Prasad building, HAL 3rd Stage, New Tippasandra, Bangalore East, Bengaluru","Durga Prasad building, HAL 3rd Stage, New Tippasandra, Bangalore East, Bengaluru",housing,20166248,
A|goodu kaverappa layout kadubeesanahalli,address,1,housing,,"Kaverappa Layout, Kadubeesanahalli","Goodu, Kaverappa Layout, Kadubeesanahalli, Bangalore East, Bengaluru","Goodu, Kaverappa Layout, Kadubeesanahalli, Bangalore East, Bengaluru",housing,20177798,
A|go green homes madeshwara venkateshwara layout s g palya south,address,1,housing,,"Venkateshwara Layout, S.G. Palya","Go Green Homes Madeshwara, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru","Go Green Homes Madeshwara, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20178757,
A|madeshwara homes go green homes md block stage 2 btm layout 2nd stage south,address,1,housing,,"Stage 2, BTM Layout 2nd Stage","Madeshwara homes Go Green Homes MD block, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru","Madeshwara homes Go Green Homes MD block, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",housing,20178858,
A|thiru k nilayam 77 inasappa layout kammanahalli,address,1,housing,,"Inasappa Layout, Kammanahalli","Thiru K Nilayam 77, Inasappa Layout, Kammanahalli, Bengaluru","Thiru K Nilayam 77, Inasappa Layout, Kammanahalli, Bengaluru",housing,20185307,
