listing_id,source_site,url,title,captured_at,building_name,locality,city,address,property_type,bhk,bathrooms,area,area_basis,floor,furnishing,property_age,parking,amenities,rent,deposit,maintenance,maintenance_included,brokerage,move_in_charges,available_from,tenant_preference,posted_by,contact_name,contact_phone,notes,calc_price_per_sqft,calc_true_monthly_cost,calc_cost_basis
X91002648,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bellandur-bangalore-east-450-sqft-spid-X91002648,"Studio Apartments / 1 RK Flats for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,MSR Homes,Bellandur,Bangalore,,studio (1 RK),1,1,450,built-up,,full,,,,20000,40000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 40000),44.44,20200.00,lower-bound
F90734864,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sarjapur-road-bangalore-east-450-sqft-spid-F90734864,"1 BHK Flat for rent in Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,Sri Hanuman Royal Homes,Sarjapur Road,Bangalore,,apartment,1,1,450,built-up,,full,,,,19000,30000,,,,,,,,,,,42.22,19150.00,lower-bound
A50510872,99acres,https://www.99acres.com/1-bhk-bedroom-serviced-apartment-flat-for-rent-in-whitefield-bangalore-east-800-sqft-r5-spid-A50510872,"1 BHK Serviced Apartment for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Colive coronet Spacoius Flat,Whitefield,Bangalore,,serviced apartment,1,1,800,super,,full,,,,20500,41000,,,,,,,,,,deposit = 2 months rent (computed 41000),25.62,20705.00,lower-bound
E89854236,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-600-sqft-r1-spid-E89854236,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Homes,BTM Layout,Bangalore,,apartment,1,1,600,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),33.33,20200.00,lower-bound
U90718274,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-550-sqft-spid-U90718274,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Suites,BTM Layout,Bangalore,,apartment,1,1,550,built-up,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),38.18,21210.00,lower-bound
E81317477,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-mahadevapura-bangalore-east-550-sqft-r4-spid-E81317477,"1 BHK Flat for rent in Mahadevapura, Bangalore",2026-06-18T04:10:00+05:30,Colive Carolina-1bhk,Mahadevapura,Bangalore,,apartment,1,1,550,carpet,,full,,,,22000,44000,,,,,,,,,,,40.00,22220.00,lower-bound
V89998946,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-650-sqft-r1-spid-V89998946,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Suites,BTM Layout,Bangalore,,apartment,1,1,650,built-up,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),32.31,21210.00,lower-bound
H77916597,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-gandhipuram-bangalore-east-900-sqft-r1-spid-H77916597,"1 Bedroom House for rent in Gandhipuram, Whitefield",2026-06-18T04:10:00+05:30,"Gandhipuram, Whitefield, Bangalore East",Gandhipuram,Bangalore,,independent house,1,1,900,plot,,full,,,,17500,50000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",19.44,17750.00,lower-bound
V41201513,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-900-sqft-r8-spid-V41201513,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Darwin,BTM Layout,Bangalore,,apartment,1,1,900,built-up,,full,,,,21900,,,,,,,,,,,,24.33,21900.00,lower-bound
H89290891,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-kaval-byrasandra-bangalore-north-500-sqft-spid-H89290891,"1 BHK Flat for rent in Kaval Byrasandra, Bangalore",2026-06-18T04:10:00+05:30,"S.V. Anugraha, Kavalbyrasandra,R.T.Nagar",Kaval Byrasandra,Bangalore,,apartment,1,1,500,carpet,,full,,,,20000,200000,,,,,,,owner,,,deposit = 10 months rent (computed 200000),40.00,21000.00,lower-bound
U90718744,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-electronic-city-bangalore-south-650-sqft-spid-U90718744,"1 BHK Flat for rent in Electronic City, Bangalore",2026-06-18T04:10:00+05:30,MG 466 Homes,Electronic City,Bangalore,,apartment,1,1,650,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),30.77,20200.00,lower-bound
A91493550,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-godrej-ananda-bagalur-bangalore-north-435-sqft-spid-A91493550,"Studio Apartments / 1 RK Flats for rent in Bagalur, Bangalore",2026-06-18T04:10:00+05:30,Godrej Ananda,Bagalur,Bangalore,,studio (1 RK),1,1,435,super,,full,,,,22000,88000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 4 months rent (computed 88000),50.57,22440.00,lower-bound
V89795782,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-madiwala-bangalore-south-350-sqft-r1-spid-V89795782,"1 BHK Flat for rent in Madiwala, BTM Layout",2026-06-18T04:10:00+05:30,Vasantha Homes,Madiwala,Bangalore,,apartment,1,1,350,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
R91540786,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sai-krupa-rt-nagar-bangalore-north-150-sqft-spid-R91540786,"Studio Apartments / 1 RK Flats for rent in RT Nagar, Bangalore",2026-06-18T04:10:00+05:30,Sai Krupa,RT Nagar,Bangalore,,studio (1 RK),1,1,150,carpet,,full,,,,20000,60000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 3 months rent (computed 60000),133.33,20300.00,lower-bound
L91431450,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-550-sqft-spid-L91431450,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Felix-E homes,BTM Layout,Bangalore,,apartment,1,1,550,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),36.36,20200.00,lower-bound
O90628336,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-450-sqft-spid-O90628336,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasantha Suites,BTM Layout,Bangalore,,apartment,1,1,450,built-up,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),46.67,21210.00,lower-bound
X90728900,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-godrej-royale-woods-devanahalli-bangalore-north-450-sqft-spid-X90728900,"Studio Apartments / 1 RK Flats for rent in Devanahalli, Bangalore",2026-06-18T04:10:00+05:30,Godrej Royale Woods,Devanahalli,Bangalore,,studio (1 RK),1,1,450,super,,full,,,,22000,88000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 4 months rent (computed 88000),48.89,22440.00,lower-bound
O89836470,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-marathahalli-bangalore-east-350-sqft-spid-O89836470,"Studio Apartments / 1 RK Flats for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Vow Coliving,Marathahalli,Bangalore,,studio (1 RK),1,1,350,built-up,,full,,,,22000,22000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 22000),62.86,22110.00,lower-bound
E90809924,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-royal-meenakshi-mall-hulimavu-bangalore-south-12600-sqft-spid-E90809924,"1 BHK Builder Floor for rent in Hulimavu, Bangalore",2026-06-18T04:10:00+05:30,Royal Meenakshi Mall,Hulimavu,Bangalore,,builder floor,1,1,12600,plot,,full,,,,22000,44000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 2 months rent (computed 44000)",1.75,22220.00,lower-bound
G90898700,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-marathahalli-bangalore-east-650-sqft-spid-G90898700,"1 BHK Flat for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,lalitha homes,Marathahalli,Bangalore,,apartment,1,1,650,built-up,,full,,,,21000,42000,,,,,,,,,,deposit = 2 months rent (computed 42000),32.31,21210.00,lower-bound
U90900894,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-kudlu-gate-bangalore-south-350-sqft-spid-U90900894,"Studio Apartments / 1 RK Flats for rent in Kudlu Gate, Bangalore",2026-06-18T04:10:00+05:30,sivani blossom house,Kudlu Gate,Bangalore,,studio (1 RK),1,1,350,built-up,,full,,,,12000,,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,34.29,12000.00,lower-bound
D91589232,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-doddathoguru-bangalore-south-6000-sqft-spid-D91589232,"1 BHK Flat for rent in Doddathoguru, Electronic City",2026-06-18T04:10:00+05:30,NE Apartment,Doddathoguru,Bangalore,,apartment,1,1,6000,carpet,,full,,,,21500,,,,,,,,dealer,,,,3.58,21500.00,lower-bound
X88229042,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-aecs-layout-c-block-bangalore-east-350-sqft-r1-spid-X88229042,"Studio Apartments / 1 RK Flats for rent in AECS Layout - C Block, Brookefield",2026-06-18T04:10:00+05:30,VISTA INN STUDIO,AECS Layout - C Block,Bangalore,,studio (1 RK),1,1,350,carpet,,full,,,,21000,40000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,60.00,21200.00,lower-bound
E87893626,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sri-venkateswara-layout-bangalore-east-370-sqft-r2-spid-E87893626,"Studio Apartments / 1 RK Flats for rent in Sri Venkateswara Layout, Mahadevapura",2026-06-18T04:10:00+05:30,RP Residency,Sri Venkateswara Layout,Bangalore,,studio (1 RK),1,1,370,super,,full,,,,19000,40000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,51.35,19200.00,lower-bound
R90760014,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-bangalore-south-600-sqft-spid-R90760014,"1 BHK Flat for rent in Quantum venture landmark layout, Bangalore South",2026-06-18T04:10:00+05:30,Sathiyarani,Quantum venture landmark layout,Bangalore,,apartment,1,1,600,built-up,,full,,,,22000,60000,,,,,,,,,,,36.67,22300.00,lower-bound
C89795536,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-madiwala-bangalore-south-350-sqft-r1-spid-C89795536,"1 BHK Flat for rent in Madiwala, BTM Layout",2026-06-18T04:10:00+05:30,Vasantha Suites,Madiwala,Bangalore,,apartment,1,1,350,built-up,,full,,,,22000,44000,,,,,,,,,,deposit = 2 months rent (computed 44000),62.86,22220.00,lower-bound
P89557034,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-marathahalli-bangalore-east-550-sqft-r1-spid-P89557034,"Studio Apartments / 1 RK Flats for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Flokq Coliving,Marathahalli,Bangalore,,studio (1 RK),1,1,550,built-up,,full,,,,21099,10000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,38.36,21149.00,lower-bound
K90111822,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bellandur-bangalore-east-450-sqft-spid-K90111822,"Studio Apartments / 1 RK Flats for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,SL Ladies PG,Bellandur,Bangalore,,studio (1 RK),1,1,450,built-up,,full,,,,22000,22000,,,,,,,,,,"1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 22000); description suggests WOMEN-ONLY [Inference] — flagged, excluded from both-genders/all set",48.89,22110.00,lower-bound
V75097293,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-ns-palya-bangalore-south-650-sqft-r6-spid-V75097293,"1 BHK Flat for rent in NS Palya, BTM Layout",2026-06-18T04:10:00+05:30,Colive Adelaide,NS Palya,Bangalore,,apartment,1,1,650,super,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),30.77,20200.00,lower-bound
K41699927,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-btm-layout-bangalore-south-1120-sqft-r7-spid-K41699927,"1 BHK Builder Floor for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Colive Heritage,BTM Layout,Bangalore,,builder floor,1,1,680,carpet,,full,,,,20900,41800,,,,,,,builder,,,deposit = 2 months rent (computed 41800),30.74,21109.00,lower-bound
O41412753,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-300-sqft-r6-spid-O41412753,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Darwin BTM Layout,BTM Layout,Bangalore,,apartment,1,1,300,carpet,,full,,,,21900,,,,,,,,,,,,73.00,21900.00,lower-bound
M54674258,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-pattandur-agrahara-bangalore-east-800-sqft-r9-spid-M54674258,"Studio Apartments / 1 RK Flats for rent in Pattandur Agrahara, Whitefield",2026-06-18T04:10:00+05:30,Colive 477 Athens,Pattandur Agrahara,Bangalore,,studio (1 RK),1,1,800,super,,full,,,,20000,20000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 20000),25.00,20100.00,lower-bound
K79112625,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sr-naidu-layout-bangalore-south-400-sqft-r4-spid-K79112625,"1 BHK Flat for rent in SR Naidu Layout, Hosur Road",2026-06-18T04:10:00+05:30,colive morristown,SR Naidu Layout,Bangalore,,apartment,1,1,400,carpet,,full,,,,17000,34000,,,,,,,,,,deposit = 2 months rent (computed 34000),42.50,17170.00,lower-bound
F54644690,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sarjapur-road-bangalore-east-800-sqft-r9-spid-F54644690,"Studio Apartments / 1 RK Flats for rent in Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,Colive 169 Alpha,Sarjapur Road,Bangalore,,studio (1 RK),1,1,800,super,,full,,,,16000,16000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 16000),20.00,16080.00,lower-bound
M90113230,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-btm-layout-bangalore-south-350-sqft-spid-M90113230,"Studio Apartments / 1 RK Flats for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Nesto Coliving PG,BTM Layout,Bangalore,,studio (1 RK),1,1,350,built-up,,full,,,,20000,8000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,57.14,20040.00,lower-bound
T41470747,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-820-sqft-r9-spid-T41470747,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Colive Adelaide,BTM 2nd Stage,Bangalore,,apartment,1,1,820,built-up,,full,,,,20900,41800,,,,,,,,,,,25.49,21109.00,lower-bound
V80774859,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-hongasandra-bangalore-south-450-sqft-r5-spid-V80774859,"1 BHK Flat for rent in Hongasandra, Hosur Road",2026-06-18T04:10:00+05:30,Colive Morristown,Hongasandra,Bangalore,,apartment,1,1,450,carpet,,full,,,,22000,44000,,,,,,,,,,,48.89,22220.00,lower-bound
G81334935,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-maruthi-layout-bangalore-south-450-sqft-r3-spid-G81334935,"1 BHK Flat for rent in Maruthi Layout, Hosur Road",2026-06-18T04:10:00+05:30,Morristown,Maruthi Layout,Bangalore,,apartment,1,1,450,carpet,,full,,,,22000,,,,,,,,,,,,48.89,22000.00,lower-bound
L41365929,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-700-sqft-r7-spid-L41365929,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Canberra,BTM 2nd Stage,Bangalore,,apartment,1,1,700,built-up,,full,,,,20900,41800,,,,,,,,,,deposit = 2 months rent (computed 41800),29.86,21109.00,lower-bound
S41365453,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-700-sqft-r7-spid-S41365453,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Colive Adelaide,BTM 2nd Stage,Bangalore,,apartment,1,1,700,built-up,,full,,,,20900,41800,,,,,,,,,,deposit = 2 months rent (computed 41800),29.86,21109.00,lower-bound
V41470355,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-850-sqft-r8-spid-V41470355,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Adelaide,BTM 2nd Stage,Bangalore,,apartment,1,1,850,built-up,,full,,,,20900,40900,,,,,,,,,,,24.59,21104.50,lower-bound
N41635775,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-561-sqft-r7-spid-N41635775,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,CoLive Canberra,BTM 2nd Stage,Bangalore,,apartment,1,1,561,super,,full,,,,20900,41800,,,,,,,,,,,37.25,21109.00,lower-bound
N41470569,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-800-sqft-r7-spid-N41470569,"1 BHK Flat for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Brisbane,BTM 2nd Stage,Bangalore,,apartment,1,1,800,built-up,,full,,,,20900,41800,,,,,,,,,,,26.12,21109.00,lower-bound
K42672497,99acres,https://www.99acres.com/1-bhk-bedroom-serviced-apartment-flat-for-rent-in-btm-2nd-stage-bangalore-south-700-sqft-r6-spid-K42672497,"1 BHK Serviced Apartment for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Colive Haritage,BTM 2nd Stage,Bangalore,,serviced apartment,1,1,700,built-up,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),28.57,20200.00,lower-bound
K46722269,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-btm-layout-bangalore-south-450-sqft-r6-spid-K46722269,"Studio Apartments / 1 RK Flats for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,"BTM Layout, Bangalore, Bangalore South",BTM Layout,Bangalore,,studio (1 RK),1,1,450,super,,full,,,,17500,35000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 35000),38.89,17675.00,lower-bound
K41362773,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sarjapur-road-bangalore-east-800-sqft-r8-spid-K41362773,"Studio Apartments / 1 RK Flats for rent in Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,Colive Jordan,Sarjapur Road,Bangalore,,studio (1 RK),1,1,800,built-up,,full,,,,17180,34360,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 34360),21.48,17351.80,lower-bound
C42746897,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sarjapur-road-bangalore-east-850-sqft-r6-spid-C42746897,"Studio Apartments / 1 RK Flats for rent in Sarjapur Road, Bangalore",2026-06-18T04:10:00+05:30,colive jordan,Sarjapur Road,Bangalore,,studio (1 RK),1,1,850,super,,full,,,,15860,31720,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 31720),18.66,16018.60,lower-bound
L89848726,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-hsr-layout-bangalore-south-350-sqft-spid-L89848726,"Studio Apartments / 1 RK Flats for rent in HSR Layout, Bangalore",2026-06-18T04:10:00+05:30,Nesto Aloha,HSR Layout,Bangalore,,studio (1 RK),1,1,350,built-up,,full,,,,22000,22000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 1 months rent (computed 22000),62.86,22110.00,lower-bound
L42607163,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-1st-stage-bangalore-south-1000-sqft-r7-spid-L42607163,"1 BHK Flat for rent in BTM 1st Stage, BTM Layout",2026-06-18T04:10:00+05:30,colive Adelaide,BTM 1st Stage,Bangalore,,apartment,1,1,1000,super,,full,,,,20900,41800,,,,,,,,,,deposit = 2 months rent (computed 41800),20.90,21109.00,lower-bound
R83986124,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-1st-stage-bangalore-south-350-sqft-r3-spid-R83986124,"1 BHK Flat for rent in BTM 1st Stage, BTM Layout",2026-06-18T04:10:00+05:30,HERITAGE FLATS,BTM 1st Stage,Bangalore,,apartment,1,1,350,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
K46321295,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-aecs-layout-bangalore-east-401-sqft-r5-spid-K46321295,"Studio Apartments / 1 RK Flats for rent in AECS Layout, Marathahalli",2026-06-18T04:10:00+05:30,Rio Grande,AECS Layout,Bangalore,,studio (1 RK),1,1,401,super,,full,,,,21000,42000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 42000),52.37,21210.00,lower-bound
X89849174,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-indiranagar-bangalore-south-300-sqft-spid-X89849174,"Studio Apartments / 1 RK Flats for rent in Indiranagar, Koramangala, Bangalore South",2026-06-18T04:10:00+05:30,NSR COliving,Indiranagar,Bangalore,,studio (1 RK),1,1,300,built-up,,full,,,,20000,10000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,66.67,20050.00,lower-bound
U41492827,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-800-sqft-r9-spid-U41492827,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,valencia,BTM Layout,Bangalore,,apartment,1,2,800,carpet,,full,,,,21000,,,,,,,,,,,,26.25,21000.00,lower-bound
V84337500,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-dollar-layout-bangalore-south-350-sqft-r3-spid-V84337500,"1 BHK Flat for rent in Dollar Layout, BTM Layout",2026-06-18T04:10:00+05:30,BRIGHTON 1BHK,Dollar Layout,Bangalore,,apartment,1,1,350,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
L84338778,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-ns-palya-bangalore-south-350-sqft-r3-spid-L84338778,"1 BHK Flat for rent in NS Palya, BTM Layout",2026-06-18T04:10:00+05:30,CANBERRA 1BHK,NS Palya,Bangalore,,apartment,1,1,350,carpet,,full,,,,20003,40006,,,,,,,,,,deposit = 2 months rent (computed 40006),57.15,20203.03,lower-bound
Q83953194,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-ns-palya-bangalore-south-350-sqft-r3-spid-Q83953194,"1 BHK Flat for rent in NS Palya, BTM Layout",2026-06-18T04:10:00+05:30,RIGA FLATS,NS Palya,Bangalore,,apartment,1,1,350,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
J41346983,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-btm-2nd-stage-bangalore-south-1000-sqft-r8-spid-J41346983,"1 BHK Builder Floor for rent in BTM 2nd Stage, BTM Layout",2026-06-18T04:10:00+05:30,Colive Darwin,BTM 2nd Stage,Bangalore,,builder floor,1,1,750,carpet,,full,,,,21900,43800,,,,,,,builder,,,deposit = 2 months rent (computed 43800),29.20,22119.00,lower-bound
H91554128,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-patel-smondoville-electronic-city-bangalore-south-360-sqft-spid-H91554128,"Studio Apartments / 1 RK Flats for rent in Electronic City, Bangalore",2026-06-18T04:10:00+05:30,Patel Smondoville,Electronic City,Bangalore,,studio (1 RK),1,1,360,built-up,,full,,,,18500,35000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,51.39,18675.00,lower-bound
M83980034,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-madiwala-bangalore-south-350-sqft-r3-spid-M83980034,"1 BHK Flat for rent in Madiwala, BTM Layout",2026-06-18T04:10:00+05:30,brighton flats,Madiwala,Bangalore,,apartment,1,1,350,carpet,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),57.14,20200.00,lower-bound
I87163702,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-lakshminarayana-pura-bangalore-east-300-sqft-r2-spid-I87163702,"Studio Apartments / 1 RK Flats for rent in Lakshminarayana Pura, Old Airport Road",2026-06-18T04:10:00+05:30,On request,Lakshminarayana Pura,Bangalore,,studio (1 RK),1,1,300,carpet,,full,,,,19000,36000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,63.33,19180.00,lower-bound
O42897547,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-marathahalli-bangalore-east-450-sqft-r14-spid-O42897547,"Studio Apartments / 1 RK Flats for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Colive Denver,Marathahalli,Bangalore,,studio (1 RK),1,1,450,super,,full,,,,19000,38000,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 38000),42.22,19190.00,lower-bound
Y75098085,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-tavarekere-bangalore-south-550-sqft-r6-spid-Y75098085,"1 BHK Flat for rent in Tavarekere, Bangalore",2026-06-18T04:10:00+05:30,Colive Valencia,Tavarekere,Bangalore,,apartment,1,1,550,super,,full,,,,20000,40000,,,,,,,,,,deposit = 2 months rent (computed 40000),36.36,20200.00,lower-bound
